id,title,description,authors,image,publisher,published_at,categories
98341,The Wind at Work: An Activity Guide to Windmills,"Explaining how the wind works, what windmills have contributed to the past, and why they offer environmental promise today as a source of clean, renewable energy, this revised and updated edition offers a glimpse into all the current and historical uses for wind power. Featuring new information on wind energy technology and wind farms, new photographs, and 24 wind-related activities—from keeping track of household energy use and conducting science experiments to cooking traditional meals and creating arts and crafts—this handy resource offers kids interested in the science of energy and green technologies an engaging, interactive, and contemporary overview of wind power.",Gretchen Woelfle,http://books.google.com/books/content?id=OUIve1k7SCEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Chicago Review Press,2013-03-01,Juvenile Nonfiction
48309,Los Evangelios Apocrifos (Spanish Edition),"Mary Magdalene, Jesus's Closest Disciple Marvin Meyer, one of the foremost scholars of the Gnostic Gospels: translates and introduces the Gnostic and New Testament texts that together reveal the story and importance of Mary Magdalene includes new translations of the Gospels of Mary, Thomas, Philip, and related texts about Mary Magdalene discloses, with Esther A. De Boer, the long-suppressed story of Mary's vital role in the life of Jesus and in the formative period after his crucifixion presents as authentically as possible the real Mary Magdalene",Marvin W. Meyer| Esther A. De Boer,http://books.google.com/books/content?id=9mV0MccBWykC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harper Collins,2009-09-15,Religion
100890,Bosnia after Dayton: Nationalist Partition and International Intervention,"Since 1996, Bosnia & Herzegovina has been the site of a remarkable project of political engineering. A complex consortium of international agencies backed by Western governments have been transforming a devastated, ethnically partitioned, post-war territory into a multiethnic, democratic and economically viable state. Despite an enormous investment of personnel and resources, six years later BiHs post-Yugoslav future remains tenuous. Did the engineering project work? In an era when countries from Somalia to Afghanistan are confronting questions of state legitimacy amidst international intervention, Bosnia after Dayton is a fascinating study in the dilemmas of the post-Cold War international order. How effective are international peace-building interventions in fractured states? Is the preservation of a multinational state desirable--or even possible--where the majority of citizens only reluctantly acknowledge its legitimacy? Drawing on the authors extensive field experience, this book takes a hard look at the issues that Bosnia continues to face. Juxtaposing big-picture analysis with an intimate knowledge of the region, Bose situates the international community's extensive program of state-building and democratization in BiH since the Dayton Peace Agreement in `he context of Bosnia's and the former Yugoslavia's complex historical legacy of coexistence and conflict. Bose tells the gripping story of the divided city of Mostar, and analyzes the institutional structure and process of Dayton Bosnia. He dissects the making of the Dayton peace accords through American-led coercive diplomacy, and provides a constructive critique of international peace-building. A fascinating study of democratization in a divided society, this book promises to be a landmark in the literatures on former Yugoslavia, and international intervention.",Sumantra Bose,http://books.google.com/books/content?id=O2nGNMKGYJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Oxford University Press on Demand,2002,Political Science
69556,Program Evaluation: Forms and Approaches,"This book offers a straightforward, practical introduction to evaluation for beginners and practitioners. It shows how to identify appropriate forms and approaches, using an original framework. The authors examine the role of evaluation in program development, and offer techniques for involving stakeholders in the planning process and for disseminating the evaluation findings. They use references to recent research and international examples.",John M Owen| Patricia Rogers,http://books.google.com/books/content?id=S5l8uwRu0T4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SAGE,2012-07-18,Social Science
116042,Road Warriors: Dreams and Nightmares Along the Information Highway,"Like an epic saga of corporate rivalry, scientific discovery and social commentary, Road Warriors offers a vivid, human-scale narrative of the warring personalities and strategies driving the digital technology revolution. The authors analyze the strategies necessary to navigate this ever-evolving competitive environment.",Daniel Burstein| David Kline,http://books.google.com/books/content?id=Z4PWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Plume Books,1996,Business & Economics
41574,Problems of Everyday Life: And Other Writings on Culture & Science,"Using primary materials, Highmor brings together a wide range of thinkers to provide a comprehensive resource on theories of everyday life. Highmore's introduction surveys the development of thought about everyday life.",Ben Highmore,http://books.google.com/books/content?id=V4bp0piLE_MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Psychology Press,2002,Social Science
34302,Schaum's Easy Outline of Electromagnetics,"If your life is too busy to spend hours ploughing through weighty textbooks, and you need every study minute to count, Schaum's Easy Outline of Electromagnetics is perfect for you! This super-condensed, high-torque study guide gives you what you need to know in a fraction of the time. Get the essence of electromagnetics the easy way. Schaum's Easy Outline of Electromagnetics helps you master electromagnetics with plenty of illustrations, memory joggers, and the newest, rapid-absorption teaching techniques. Backed by Schaum's reputation for academic authority, this is the study guide students turn to and trust. Students know that Schaum's is going to be there for them when they need it! Book jacket.",Joseph Edminister,http://books.google.com/books/content?id=E8u4Xrq2eekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,McGraw Hill Professional,2002-09-02,Juvenile Nonfiction
26822,Pen and Pencil Drawing Techniques (Dover Art Instruction),"Manual by acclaimed artist contains the best information available on pencil and ink techniques, including 28 step-by-step demonstrations — many of them in full color.",Harry Borgman,http://books.google.com/books/content?id=nVW8AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Courier Corporation,2012-07-16,Art
42818,A Diary Between Friends,"On December 15, 2001 Canadian Prime Minister Jean Chrétien presented to the United States ambassador a special presentation copy of a sumptuous book commemorating the outpouring of sympathy, support, and assistance offered by Canadians to their American friends in the immediate aftermath of the terrible events of September 11. On February 2, 2002 McClelland & Stewart Ltd., together with the Government of Canada and exclusive sponsor Alliance Atlantis, offers this book to people on both sides of the border. This is a superbly designed, full-colour coffee-table book containing brilliant photographs of the events immediately following the appalling terrorist strikes and a selection of emotion-laden letters, articles, and messages reflecting the heartfelt responses of Canadians from Vancouver to St. John’s. The book is organized as a day-by-day chronicle. It shows in words and pictures what happened when hundreds of commercial airliners were unexpectedly grounded, stranding tens of thousands of people far from their homes. It shows the memorial services that were held everywhere, particularly on Parliament Hill in Ottawa, where 100,000 people gathered. It shows the steps that Canadians took, both as individuals (for example, by assisting in the work at Ground Zero), and as a nation (by mobilizing our armed forces). It has been remarked that the events of September 11 have had a positive effect by bringing out the best in people. Nowhere is this more evident than in the manifest demonstrations of friendship between Canadians and Americans since that consequential day. This superb volume is both a memorial to those lost and a celebration of the spirit shared by the survivors on both sides of the border.",Canada| Alliance Atlantis (Firm),http://books.google.com/books/content?id=nEnoAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,McClelland & Stewart Limited,2002,Political Science
171123,A History of Ethiopia: Nubia and Abyssinia,"This, the first volume of Sir E. A. Wallis Budge¿s The History of Ethiopia: Abyssinia and Nubia, first published in 1928, presents an account of Ethiopian history from the earliest legendary and mythic records up until the death of King Lebna Dengel in 1540. Using a vast range of sources ¿ Greek and Roman reports, Biblical passages, Egyptian hieroglyphs, and Ethiopian chronicles ¿ an enthralling narrative history is presented with clarity. This reissue will be of particular interest to students of Ancient Egyptian culture, religion and history.",E. A. Wallis Budge,http://books.google.com/books/content?id=L_bosgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Routledge,2015-11-04,Ethiopia
109984,The Turnip,"Badger Girl's delighted to find the biggest turnip she's ever seen growing in her vegetable garden, but when the time comes to harvest the giant root, she's unable to pull it up without help from family and friends.",Jan Brett,http://books.google.com/books/content?id=5MfaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,G. P. Putnam's Sons,2015,FICTION
149958,"Revolutionary Biology: The New, Gene-Centered View of Life","There is a revolution underway in biology. It is based on a new perception of bodies and genes, in which the former are the end product of the latter within the continuum of evolution. Twenty fi ve years after Richard Dawkins helped revolutionize our thinking about ""selfi sh genes,"" it is time to reevaluate. Revolutionary Biology explains in simple, vivid terms what this exciting approach has to off er, and then applies its stunning insights to human beings. Th is novel perspective, galvanizes our understanding of how evolution works, what living things are all about and, not least, what it means to be human. Th e controversial disciplines of sociobiology and evolutionary psychology have generated startling insights into longstanding questions concerning the nature and purpose of families, altruism vs. selfi shness, and free will vs. biological determinism. Written by one of its foremost fi gures, Revolutionary Biology is a manifesto and educated layman's guide to this ongoing revolution.",David Barash,http://books.google.com/books/content?id=vywrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Routledge,2017-07-05,Science
12271,The Essential: Willem de kooning (Essential (Harry N. Abrams)),"Examines the work and career of Willem de Kooning, including background information about the New York School and others who influenced the artist.",Abrams,http://books.google.com/books/content?id=HhRpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Harry N. Abrams,1999-05-01,Art
38829,THE GUIDE TO POLARITY THERAPY: The Gentle Art of Hands -On Healing,"Through research and conversations with MCS sufferers, discusses the causes, symptoms, treatment options, and methods of coping physically and emotionally with the disease.",Pamela Reed Gibson,http://books.google.com/books/content?id=odXZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,New Harbinger Publications Incorporated,2000,Health & Fitness
121996,The Second Best Bed: Shakespeare's Will in a New Light (Contributions to the Study of World Literature),"At the heart of coloniality and postcoloniality is the idea of empire. This book examines various theories of empire, and how they create networks of discourse in contemporary postcolonial settings. In exploring the idea of empire, the contributors consider such constructions as nation and modernity, identity politics, the status and role of exiles, and border intellectuals. Postcolonial texts considered include literature and films.",Gita Rajan| Radhika Mohanram,http://books.google.com/books/content?id=jjUx_k1Y43oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Greenwood Publishing Group,1995,Literary Criticism
45257,The Mirror Within,"Clears up misconceptions about human sexuality, discusses body image, masturbation, orgasm, and lesbianism, and considers the nature of love and friendship.",Anne Dickson,http://books.google.com/books/content?id=4wTaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Quartet Books Limited,1985,Medical
28103,"Think and Grow Rich: Brought to You by Ted Ciuba, America's Foremost Internet Marketing Consultant","Why Write A New Think and Grow Rich? At first exposure the very idea of rewriting the greatest success classic of all time sounds like some fruit from California announcing he's re-written the Bible. However, looking at it correctly, wouldn't it be amazing if a ""how-to"" manual didn't need updating after 70 years of service? What other body of knowledge and practice has not progressed dramatically in the intervening years?! Can the science of personal achievement be any different? So what kinds of changes can you expect? Certainly modern advances in neuro-science, motivation, NLP, and quantum reality make it easier to grasp the secret, and have been included. Also, those uncomfortable ""isms of an antique age"" have been eliminated. You no longer have to be a white American male to achieve success..thus the language, quotes, examples and stories include, while retaining much of the familiar work, women, other races and nationalities. More accessible for young people, who need it most!",Ted Ciuba,http://books.google.com/books/content?id=LvRnu0rXn9YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Wordclay,2008,Business & Economics
8777,Democracy's Big Day 2005 Edition: The Inauguration of Our President,"Includes information about inaugurations in general and specifically the U.S. presidents' inauguration and various aspects of it, i.e., the oath, the ceremony, and different places the ceremony has been held.",Jim Bendat,http://books.google.com/books/content?id=bx6keVq2Fs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,iUniverse,2012-01,Biography & Autobiography
23050,Get a Whiff of This: Perfumes (fragrances) -- the Invisible Chemical Poisons,"Presently, there is not a book quite like Get A Whiff Of This. Books have been written about cosmetic ingredients, yet most people are not aware of the serious, harmful health effects of fragrance chemicals due to false advertising, failure to bear warning labels, and lack of media attention. Millions of people are disabled from repeated exposures to these deleterious products. Synthetic fragrances are ubiquitous in the U.S., and avoidance is nearly impossible unless a person remains housebound. Many people are under the false impression that perfumes are derived from flowers and other natural sources. Get A Whiff Of This will educate people and, therefore, give readers the knowledge they need in order to protect their health and the health of their loved ones. Incidents of Multiple Chemical Sensitivities (MCS), which has become an alarmingly growing epidemic in the U.S., asthma, and central nervous system and neurological disorders are on the rise. Women are being diagnosed with breast cancer at younger ages. Read and learn what expert doctors have to say about breast cancer and the perfume connection and much more...",Connie Pitts,http://books.google.com/books/content?id=4gr_CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,AuthorHouse,2003-10-03,Education
139244,Subsidizing Capitalism: Brickmakers on the U.S.-Mexican Border (Suny Series in the Anthropology of Work),"Examines the economic activities of self-employed brickmakers and the unpaid family members and others who assist them in Mexico. In Mexico, self-employed brickmakers support capitalist enterprise by providing bricks to build hotels, factories, office buildings, and shopping malls at costs lower than those based on profit-making principles. Combining Chayanovian and neo-Marxist approaches, Subsidizing Capitalism asserts that the economic activities of these self-employed brickmakers may be considered counterhegemonic because they avoid proletarianization in the formal sector. Tamar Diana Wilson discusses the similarities between peasants and brickmakers, the structural position of garbage pickers in relation to brickmakers, the trajectory from piece worker to petty commodity producer to petty capitalist, the economic value of women’s and children’s work as part of the family labor force, and how the neopatriarchal household is intrinsic to petty commodity production. Interspersed throughout are short stories and poems that offer the brickmakers’ perspectives and provide a rarely seen look into their lives. Tamar Diana Wilson is Research Affiliate in the Department of Anthropology at the University of Missouri at St. Louis.",Tamar Diana Wilson,http://books.google.com/books/content?id=FgzA4bTHXIMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,SUNY Press,2012-02-01,Social Science
21760,Where Rainbows End,"'Where Rainbows End' is a bittersweet tale of childhood friends Rosie and Alex whose relationship must survive many trials and tribulations, not least the discovery of their true feelings for one another.",Cecelia Ahern,http://books.google.com/books/content?id=QXF7NBQNT6AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins UK,2005,Boston (Mass.)
153933,Life in Rural America,A collection of essays by various authors.,National Geographic Society (U.S.).| National Geographic Society (U.S.). Special Publications Division,http://books.google.com/books/content?id=5NUZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Caxton Press,1974,Country life
127952,Pasta Tecnica,"""Leads chefs through the pasta-making process....It's a must for everyone with a pasta machine."" --Columbia (MD) Free Press",Pasquale Bruno,http://books.google.com/books/content?id=4e7bAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,McGraw-Hill,1982,Cooking
135221,The Lawyer's Guide to Marketing Your Practice,"A well-developed, successfully executed marketing plan will attract new clients, increase referrals, and strengthen client loyalty. This resource will help you master the creative marketing solutions you need.",James A. Durham| Deborah McMurray,http://books.google.com/books/content?id=HdZubODxISoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,American Bar Association,2004,Law
123323,My Fathers' Houses : Memoir of a Family,"""Solomon, daughter of Rulon Clark Allred, was twenty-eighth of forty-eight children born to her father's seven plural wives. She recounts growing up in a family often split up, living on the run or in hiding. Choosing monogamy for herself, she struggles t",Dorothy Allred Solomon,http://books.google.com/books/content?id=H3nZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Voice in the American West,2009,Biography & Autobiography
205723,The Veiled Pulse of Time: An Introduction to Biographical Cycles and Destiny (Spirituality and Social Renewal),"Our biography is our most precious, intimate possession, yet how much do we really know about ourselves? With a little work, we can discover in the unfolding of our biography the traces of a marvelous, cosmic patterning -- the cycles of our life.In this fascinating book, Bryant argues that the seven-year cycle converts experience into psychological faculties; that the twelve-year cycle marks how self-awareness is translated into our life's work; and that the thirty-year cycle marks a major turning point in life.The Veiled Pulse of Time explores these cycles and discusses questions of freedom and destiny, transformation, reincarnation, and karma.",William Bryant,http://books.google.com/books/content?id=Gq9uuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lindisfarne Books,2018-07,"Body, Mind & Spirit"
47984,On the Brink: The Great Lakes in the 21st Century,"Dave Dempsey weaves the natural character and phenomena of the Great Lakes and stories of the schemes, calamities, and unusual human residents of the Basin with the history of their environmental exploitation and recovery. Contrasting the incomparable beauty and complexity of the Lakes and the poetry, folklore, and citizen action they have inspired with the disasters that short-sighted human folly has inflicted on the ecosystem, Dempsey makes this history both engaging and relevant to today's debates and decisions.Underlying the neglectful treatment of the Lakes are two irreconcilable and faulty human assumptions: that the Lakes are a system so big that human beings cannot do it great harm, and that the Lakes are a resource that can be bent to the will of humankind. Dempsey finds evidence that, despite great changes in the laws governing the Lakes and public attitudes toward them in the last fifty years, government policy and institutions are still dominated by these dangerous attitudes.A central theme of On the Brinkis that citizens, who have displayed an increasing sense of commitment to the Lakes and a growing sense of place, must challenge their leaders to reform Great Lakes institutions. Dempsey shows that it is necessary to create a governing system that reflects the realities of life on the ground in communities and that taps into the passion and determination of citizens to protect these treasures.",Dave Dempsey,http://books.google.com/books/content?id=Nd7aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,MSU Press,2004,History
37073,Counting Katie's Gifts,A toddler is taught that God's gifts are too numerous to count.,El-Louise Price,http://books.google.com/books/content?id=pyYcCBgg-q4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Standard Publishing Company,1988-06,Bible stories
154225,HELENA,"The life of the Empress Helena coincided with the recognition of Christianity as the religion of the Roman Empire. Helena made the historic pilgrimage to Palestine, found pieces of wood from the true cross, and built churches at Bethlehem and Olivet.",Evelyn Waugh,http://books.google.com/books/content?id=OaWowovybR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin UK,1963,Classical fiction
106496,Knickerbocker's History of New York,"Told from the perspective of a cantankerous man named Deidrick Knickerbocker, A Knickerbocker’s History of New York depicts a satirical history spanning from the world’s creation to the end of the Dutch dynasty. Beginning with the start of time itself, Knickerbocker reveals historical anecdotes, both real and imagined featuring social commentary, fresh perspectives on the past, and conversations with powerful historical figures. With humor and intrigue, A Knickerbocker’s History of New York tells the tale of the discovery of New York, and explores the first Dutch settlements. While examining those origins, Knickerbocker muses about the ethics of colonization and the immoral treatment of Native Americans, with biting and brutal honesty. Still under the Dutch “rule”, 1600 New York acted as one of the breeding grounds for many American Christmas traditions, some of which are still alive today. Under a comical microscope, A Knickerbocker’s History of New York explores the effect the early Dutch settlements have on American culture, particularly in New York. Originally published in 1809, Washington Irving’s A Knickerbocker’s History of New York earned acclaim for its innovative genre as one of the first American comedic works. With the mix of specific, inside jokes and universal humor, Irving’s satire invites laughter from both his original audience and contemporary readers. With prose and wit that has remained fresh and hilarious even two-hundred and eleven years later, Washington Irving’s A Knickerbocker’s History of New York contains a narrative that has earned centuries of influence. While playfully mocking both classic literature and historians, Irving was bold enough to even include a list of people, professions and properties that he intended to make fun of. Though Irving mixes fact with fiction, A Knickerbocker’s History of New York provides useful insight on the history of Dutch Americans, as well as contributing thoughtful social commentary that finds itself still applicable to modern society. Now featuring a stunning new cover design and a modern font, this edition of Washington Irving’s A Knickerbocker’s History of New York is both accessible and entertaining.",Washington Irving,http://books.google.com/books/content?id=7ZosEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Graphic Arts Books,2021-01-05,Fiction
49234,Discovering the New Testament: Community and Faith,"Varughese combines all the elements believers are looking for in a survey of the New Testament: thorough, sound Biblical scholarship combined with an eye-catching format and writing style that's easy to understand. (Biblical Studies)",Alex Varughese| Roger Hahn,http://books.google.com/books/content?id=KLbNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Beacon Hill Press,2004-12,Religion
97155,"Just Here, Just Now: Poems","From the epigraph that opens this collection to the last lines of the final poem, Just Here, Just Now is a sustained meditation on the presence of spirit in the world of daily change and variety—the just here, just now. R. H. W. Dillard asserts that “time is precious,” not only because it is fleeting but because its particulars are precious in their holiness. Dillard’s concern is with the presence of the universal in the particular, or as he puts it in “Loading a Shoebox,” with “this day, / Another day like every day / Like no other.” Just Here, Just Now is as varied in its approaches to the spirit as it is in its poetic forms and subjects (which include serial murderers and the fall of the Soviet empire as well as personal memories of family, the death of a mother, and long letters to close friends). The collection moves from dark visions of love and loss in the first pages to meditations inspired by artists ranging from Henri Rousseau, Edgar Allan Poe, and Alfred Hitchcock to Thelonius Monk and Ornette Coleman. Many poems in the book’s later pages deal directly with issues of meaning and belief, resolving the problems of the earlier poems through discoveries of love’s presence even in loss and the mutable moment. As “Winter Letter to Bluefield” concludes: “It is true we lose the things we hold dearest / But equally true that because we hold them dear / We find ourselves which we otherwise had lost, / Find ourselves whole—just now, just here.”",R. H. W. Dillard,http://books.google.com/books/content?id=ghgGP3R_wXMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,LSU Press,1994-10-01,Poetry
162808,A Gathering of Spies,"A beautiful Nazi spy and a British double agent match wits in this classic World War II thriller “full of action, suspense, and wheels within wheels” (Stephen Coonts). Gorgeous, cunning, and lethal, Katarina Heinrich is America’s worst nightmare. For years, the German spy has been deep undercover, posing as the happy wife of a Princeton scientist. Now she is rushing home with key intelligence pertaining to the atomic bomb. If she reaches her destination, the war will be lost. To stop her, the Allies turn to Professor Harry Winterbotham, an MI5 agent whose brilliance is matched only by his inscrutability. As Winterbotham hatches his own secret plan—one with the potential to deliver the world’s greatest weapon into the hands of the Nazis—the two spies play a deadly game of cat and mouse across the United States and Europe. From one breathtaking double cross to the next, A Gathering of Spies builds to a stunning climax among the best in espionage fiction. Lightning-paced, atmospheric, and irresistible, it is a classic story of World War II that thrills from first page to last.",John Altman,http://books.google.com/books/content?id=JYSpBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Open Road Media,2015-04-07,Fiction
187823,Magic & Madness in the Library : Protagonists Among the Stacks,A Simon & Schuster eBook. Simon & Schuster has a great book for every reader.,Rhonda Byrne,http://books.google.com/books/content?id=Fz2qe7V2TgUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,2012-03-06,"Body, Mind & Spirit"
133618,The Waste Land: A Poem of Memory and Desire (Twayne's Masterwork Studies),"Describes the background of Eliot's poem, discusses its themes, and looks at its critical reception",Nancy K. Gish,http://books.google.com/books/content?id=vQ4FAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Twayne Publishers,1988,Literary Criticism
64604,How to Make Multi-Blade Folding Knives,"This richly illustrated, step-by-step book teaches knifemakers how to craft multiple-blade folding knives. Every aspect of construction-from design to completion is carefully explained for two different styles of knives. No other how to on multi-blades exists! By noted multi-blade makers Eugene Shadley and Terry Davis.",Eugene Shadley| Terry Davis,http://books.google.com/books/content?id=nPiLZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gower Publishing Company, Limited",1997,Crafts & Hobbies
18719,The Inclusion Breakthrough,"The Inclusion Breakthrough explains how to make diversity a central and profitable part of an organizations strategy for long-term success rather than merely a peripheral program. The authors, principals of a leading diversity consulting firm, present proven strategies for stimulating the creativity and productivity of any businesss greatest resource its people. Benefits to companies that have implemented these inclusion strategies are also described.",Frederick Miller| Judith Katz,http://books.google.com/books/content?id=4ywy5qxHX10C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Berrett-Koehler Publishers,2002-06-09,Business & Economics
103949,Time Out Berlin 5,"Time Out Berlin helps travelers get the best out of the ever-changing German capital, giving them the inside track on local culture plus hundreds of independent venue reviews. Besides the coverage of visitor essentials, the guide explores detailed coverage of the cultural and historical sites, and the town's legendary nightlife. This ninth edition covers all aspects of life in the capital city, from festivals and nightlife to avant-garde arts. The home of over 150 museums and 50 theaters, Berlin attracts tourists all year long. The chaotic post-reunification a decade ago, gave rise to a vibrant subculture, as artists and bohemians flooded into the city from around Germany and the world. In the melting pot, fashion, photography, architecture, product design, music, parties all benefitted and continue to thrive.",Editors of Time Out,http://books.google.com/books/content?id=o8M0EPM7f-UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Time Out,2012-07-15,Travel
79461,DANCE TO THE PIPER,"Born into a family of successful playwrights and producers, Agnes de Mille was determined to be an actress. Then one day she witnessed the Russian ballet dancer Anna Pavlova, and her life was altered forever. Hypnotized by Pavlova’s beauty, in that moment de Mille dedicated herself to dance. Her memoir records with lighthearted humor and wisdom not only the difficulties she faced—the resistance of her parents, the sacrifices of her training—but also the frontier atmosphere of early Hollywood and New York and London during the Depression. “This is the story of an American dancer,” writes de Mille, “a spoiled egocentric wealthy girl, who learned with difficulty to become a worker, to set and meet standards, to brace a Victorian sensibility to contemporary roughhousing, and who, with happy good fortune, participated by the side of great colleagues in a renaissance of the most ancient and magical of all the arts.”",Agnes de Mille,http://books.google.com/books/content?id=p2zXCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New York Review of Books,2015-11-24,Biography & Autobiography
170033,The Way for Cowboys,"The NIV Way for Cowboys New Testament with Psalms and Proverbs, developed in partnership with the Fellowship of Christian Cowboys, is ideal for those who love the cowboy lifestyle. This compact Bible includes the New Testament, Psalms and Proverbs in the New International Version with color pages of poetry and testimonials of popular cowboys.",Zondervan,http://books.google.com/books/content?id=eGeWDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Zondervan,2017-02-07,Bibles
116626,The Age-Free Zone,"Enter The Age–Free Zone... You have the power to reverse aging –– beginning with your next meal! Ask yourself these life–changing questions: Is it too late to reverse aging? What type of diet will increase my sexual energy and desire? Can I make my hormones work more effectively? Do high–carbohydrate diets accelerate aging? How can I reduce free–radical–induced aging? How does stress reduce brain longevity? No one wants to get old or show the signs of age. In this breakthrough book Dr. Barry Sears goes beyond looking at food simply as a source of calories and explains the incredibly powerful biological effects it has on your hormones. In addition to unravelling the mysteries of your hormones and their role in aging, Dr. Sears reveals the essential dietary information you need to start your own age–reversal journey. Begin your age–free lifestyle today! The Age–Free Zone includes: A week of Age–Free Zone meals for men and women Age–Free Zone meals for the business traveller Age–Free Zone meals in fast–food restaurants A simple, at–home Age–Free Zone exercise program",Barry Sears,http://books.google.com/books/content?id=Z0Up13S8_UMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harper Collins,2010-10-05,Health & Fitness
201274,Church After Christendom (AfterChristendom),"How will the western church negotiate the demise of Christendom? Can it rediscover its primary calling, recover its authentic ethos and regain its nerve? If churches are to thrive--or even survive--disturbing questions need to be confronted and answered. In conversation with Christians who have left the church and with those who are experimenting with fresh expressions of church, Stuart Murray explores both the emerging and inherited church scenes and makes proposals for the development of a way of being church suitable for a postdenominational, postcommitment and post-Christendom era. With chapters on mission, community and worship, Church After Christendom offers a vision of church life that is healthy, sustainable, liberating, peaceful and missional.",Williams Stuart Murray,http://books.google.com/books/content?id=kgQK36cFIRkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Authentic Media Inc,2013-08-01,Religion
196325,I Am the Ice Worm,"When the plane carrying her to visit her mother crashes above the Arctic Circle, fourteen-year-old Allison Atwood is rescued by an Inupiat man who takes her back to his village, where she slowly comes to admire their very different way of life.",Maryann Easley,http://books.google.com/books/content?id=i48AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Yearling Books,1998-01-12,Juvenile Fiction
111778,Superlearning,"“A marvelous resource for those who do not want to be limited by their beliefs. Read and learn about human potential, yours and mine.”—Bernard Siegel, M.D., author of Love, Medicine & Miracles Speak Russian like a native, play tennis like a pro . . . and meet the challenges of a high-tech world with high-powered memory skills! Superlearning 2000 is the fast, fun, and innovative learning technique that enables you to master any skill or subject—from computers to athletics to conversational French—in a fraction of traditional learning time. Hailed by the Fortune 500 as the mental technology of the future, proven by super-achievers around the world, this revolutionary program will unlock your limitless potential, put you on the fast track to new opportunities and higher earnings . . . change forever the way you think about learning! Discover: • How you can fine-tune your memory and learn anything 2 to 5 times faster simply by tuning in to the right kind of music • Which world-class mental techniques enhance athletic performance • The step-by-step Superlearning techniques that keep you in step with technology • How you can overcome learning blocks . . . and even learning disabilities • How to boost creativity, rev up recall, and acquire expert know-how in any field while you relax!",Sheila Ostrander| Lynn Schroeder,http://books.google.com/books/content?id=7ww0DZOoiq8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dell,2012-03-07,Education
